Order_ID,Order_Date,Customer_ID,Region,City,Product,Category,Quantity,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Month,Month_Number
ORD0057,2025-06-02,CUST063,South,Hyderabad,Monitor,Electronics,7.0,220,0.0,1540.0,0.0,1540.0,Jun,6
ORD0058,2025-11-01,CUST070,North,Chandigarh,Printer,Office Equipment,2.0,180,0.1,360.0,36.0,324.0,Nov,11
ORD0059,2025-03-01,CUST108,East,Kolkata,Printer,Office Equipment,1.0,180,0.1,180.0,18.0,162.0,Mar,3
ORD0060,2025-12-16,CUST047,East,Bhubaneswar,Headphones,Accessories,5.0,80,0.0,400.0,0.0,400.0,Dec,12
ORD0061,2025-06-07,CUST147,East,Kolkata,Keyboard,Accessories,2.0,45,0.05,90.0,4.5,85.5,Jun,6
ORD0062,2025-12-12,CUST117,West,Ahmedabad,Laptop,Electronics,3.0,650,0.05,1950.0,97.5,1852.5,Dec,12
ORD0063,2025-05-09,CUST058,East,Patna,Printer,Office Equipment,1.0,180,0.1,180.0,18.0,162.0,May,5
ORD0064,2025-04-28,CUST048,North,Jaipur,Monitor,Electronics,2.0,220,0.0,440.0,0.0,440.0,Apr,4
ORD0065,2025-07-08,CUST069,West,Mumbai,Laptop,Electronics,5.0,650,0.05,3250.0,162.5,3087.5,Jul,7
ORD0066,2025-05-24,CUST086,North,Jaipur,Printer,Office Equipment,3.0,180,0.0,540.0,0.0,540.0,May,5
ORD0067,2025-04-04,CUST144,North,Chandigarh,Laptop,Electronics,4.0,650,0.0,2600.0,0.0,2600.0,Apr,4
ORD0068,2025-09-11,CUST101,South,Bengaluru,Monitor,Electronics,7.0,220,0.0,1540.0,0.0,1540.0,Sep,9
ORD0069,2025-06-29,CUST138,South,Chennai,Monitor,Electronics,5.0,220,0.1,1100.0,110.0,990.0,Jun,6
ORD0070,2025-11-21,CUST004,East,Bhubaneswar,Monitor,Electronics,8.0,220,0.1,1760.0,176.0,1584.0,Nov,11
ORD0071,2025-06-27,CUST124,North,Jaipur,Monitor,Electronics,4.0,220,0.05,880.0,44.0,836.0,Jun,6
ORD0072,2025-09-25,CUST067,North,Delhi,Laptop,Electronics,3.0,650,0.1,1950.0,195.0,1755.0,Sep,9
ORD0073,2025-01-12,CUST095,North,Chandigarh,Laptop,Electronics,3.0,650,0.0,1950.0,0.0,1950.0,Jan,1
ORD0074,2025-08-03,CUST081,South,Bengaluru,Printer,Office Equipment,3.0,180,0.05,540.0,27.0,513.0,Aug,8
ORD0075,2025-04-25,CUST105,West,Mumbai,Monitor,Electronics,2.0,220,0.1,440.0,44.0,396.0,Apr,4
ORD0076,2025-08-05,CUST021,South,Bengaluru,Mouse,Accessories,2.0,25,0.05,50.0,2.5,47.5,Aug,8
ORD0077,2025-07-11,CUST099,North,Chandigarh,Headphones,Accessories,5.0,80,0.1,400.0,40.0,360.0,Jul,7
ORD0078,2025-05-31,CUST037,North,Bengaluru,Mouse,Accessories,7.0,25,0.05,175.0,8.75,166.25,May,5
ORD0079,2025-12-21,CUST105,North,Jaipur,Mouse,Accessories,5.0,25,0.1,125.0,12.5,112.5,Dec,12
ORD0080,2025-08-05,CUST086,North,Delhi,Printer,Office Equipment,6.0,180,0.05,1080.0,54.0,1026.0,Aug,8
ORD0081,2025-08-21,CUST147,East,Patna,Headphones,Accessories,1.0,80,0.0,80.0,0.0,80.0,Aug,8
ORD0082,2025-02-21,CUST083,North,Jaipur,Mouse,Accessories,4.0,25,0.15,100.0,15.0,85.0,Feb,2
ORD0083,2025-01-25,CUST123,East,Kolkata,Monitor,Electronics,5.0,220,0.0,1100.0,0.0,1100.0,Jan,1
ORD0084,2025-02-08,CUST109,West,Mumbai,Headphones,Accessories,7.0,80,0.1,560.0,56.0,504.0,Feb,2
ORD0085,2025-05-02,CUST133,South,Chennai,Headphones,Accessories,7.0,80,0.15,560.0,84.0,476.0,May,5
ORD0086,2025-08-27,CUST076,East,Kolkata,Keyboard,Accessories,3.0,45,0.1,135.0,13.5,121.5,Aug,8
ORD0087,2025-08-18,CUST007,South,Chennai,Laptop,Electronics,4.0,650,0.1,2600.0,260.0,2340.0,Aug,8
ORD0088,2025-05-02,CUST005,North,Chandigarh,Printer,Office Equipment,1.0,180,0.1,180.0,18.0,162.0,May,5
ORD0089,2025-12-31,CUST065,North,Chandigarh,Headphones,Accessories,3.0,80,0.05,240.0,12.0,228.0,Dec,12
ORD0090,2025-10-28,CUST132,West,Mumbai,Printer,Office Equipment,7.0,180,0.15,1260.0,189.0,1071.0,Oct,10
ORD0091,2025-07-01,CUST091,South,Hyderabad,Mouse,Accessories,3.0,25,0.1,75.0,7.5,67.5,Jul,7
ORD0092,2025-06-22,CUST141,South,Hyderabad,Monitor,Electronics,7.0,220,0.05,1540.0,77.0,1463.0,Jun,6
ORD0093,2025-11-13,CUST127,West,Pune,Monitor,Electronics,2.0,220,0.1,440.0,44.0,396.0,Nov,11
ORD0094,2025-07-09,CUST113,East,Kolkata,Laptop,Electronics,3.0,650,0.05,1950.0,97.5,1852.5,Jul,7
ORD0095,2025-02-27,CUST044,West,Mumbai,Laptop,Electronics,6.0,650,0.05,3900.0,195.0,3705.0,Feb,2
ORD0096,2025-03-21,CUST118,West,Mumbai,Headphones,Accessories,5.0,80,0.0,400.0,0.0,400.0,Mar,3
ORD0097,2025-01-20,CUST146,East,Kolkata,Headphones,Accessories,4.0,80,0.05,320.0,16.0,304.0,Jan,1
ORD0098,2025-02-23,CUST118,North,Chandigarh,Laptop,Electronics,7.0,650,0.05,4550.0,227.5,4322.5,Feb,2
ORD0099,2025-11-26,CUST016,West,Ahmedabad,Keyboard,Accessories,1.0,45,0.15,45.0,6.75,38.25,Nov,11
ORD0100,2025-06-13,CUST090,West,Mumbai,Printer,Office Equipment,8.0,180,0.0,1440.0,0.0,1440.0,Jun,6
ORD0101,2025-02-10,CUST145,West,Pune,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Feb,2
ORD0102,2025-08-28,CUST141,North,Delhi,Laptop,Electronics,4.0,650,0.05,2600.0,130.0,2470.0,Aug,8
ORD0103,2025-09-13,CUST047,East,Kolkata,Printer,Office Equipment,6.0,180,0.15,1080.0,162.0,918.0,Sep,9
ORD0104,2025-09-08,CUST109,South,Chennai,Laptop,Electronics,8.0,650,0.1,5200.0,520.0,4680.0,Sep,9
ORD0105,2025-08-12,CUST011,East,Kolkata,Headphones,Accessories,6.0,80,0.1,480.0,48.0,432.0,Aug,8
ORD0106,2025-10-10,CUST098,South,Hyderabad,Headphones,Accessories,1.0,80,0.15,80.0,12.0,68.0,Oct,10
ORD0107,2025-11-07,CUST006,East,Patna,Laptop,Electronics,1.0,650,0.0,650.0,0.0,650.0,Nov,11
ORD0108,2025-09-16,CUST023,North,Delhi,Mouse,Accessories,7.0,25,0.1,175.0,17.5,157.5,Sep,9
ORD0109,2025-05-25,CUST085,North,Delhi,Headphones,Accessories,2.0,80,0.1,160.0,16.0,144.0,May,5
ORD0110,2025-07-24,CUST004,North,Chandigarh,Printer,Office Equipment,1.0,180,0.15,180.0,27.0,153.0,Jul,7
ORD0111,2025-12-14,CUST095,North,Delhi,Printer,Office Equipment,8.0,180,0.05,1440.0,72.0,1368.0,Dec,12
ORD0112,2025-11-02,CUST012,South,Chennai,Monitor,Electronics,6.0,220,0.1,1320.0,132.0,1188.0,Nov,11
ORD0113,2025-11-09,CUST145,South,Bengaluru,Laptop,Electronics,6.0,650,0.1,3900.0,390.0,3510.0,Nov,11
ORD0114,2025-04-13,CUST038,North,Chandigarh,Headphones,Accessories,2.0,80,0.1,160.0,16.0,144.0,Apr,4
ORD0115,2025-11-04,CUST079,South,Chennai,Monitor,Electronics,6.0,220,0.05,1320.0,66.0,1254.0,Nov,11
ORD0116,2025-05-13,CUST029,South,Hyderabad,Mouse,Accessories,2.0,25,0.1,50.0,5.0,45.0,May,5
ORD0117,2025-12-06,CUST069,South,Bengaluru,Mouse,Accessories,2.0,25,0.1,50.0,5.0,45.0,Dec,12
ORD0118,2025-08-23,CUST043,South,Bengaluru,Monitor,Electronics,2.0,220,0.0,440.0,0.0,440.0,Aug,8
ORD0119,2025-12-02,CUST095,East,Patna,Keyboard,Accessories,1.0,45,0.05,45.0,2.25,42.75,Dec,12
ORD0120,2025-06-04,CUST093,South,Bengaluru,Keyboard,Accessories,3.0,45,0.1,135.0,13.5,121.5,Jun,6
ORD0121,2025-01-05,CUST092,North,Chandigarh,Monitor,Electronics,3.0,220,0.0,660.0,0.0,660.0,Jan,1
ORD0122,2025-05-13,CUST012,North,Chandigarh,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,May,5
ORD0123,2025-10-28,CUST073,South,Chennai,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Oct,10
ORD0124,2025-02-25,CUST094,North,Jaipur,Monitor,Electronics,1.0,220,0.1,220.0,22.0,198.0,Feb,2
ORD0125,2025-09-14,CUST008,East,Kolkata,Keyboard,Accessories,1.0,45,0.0,45.0,0.0,45.0,Sep,9
ORD0126,2025-05-07,CUST056,East,Kolkata,Laptop,Electronics,4.0,650,0.0,2600.0,0.0,2600.0,May,5
ORD0127,2025-08-04,CUST130,South,Chennai,Printer,Office Equipment,4.0,180,0.05,720.0,36.0,684.0,Aug,8
ORD0128,2025-01-07,CUST003,South,Chennai,Headphones,Accessories,3.0,80,0.0,240.0,0.0,240.0,Jan,1
ORD0129,2025-10-21,CUST115,East,Patna,Printer,Office Equipment,4.0,180,0.0,720.0,0.0,720.0,Oct,10
ORD0130,2025-09-30,CUST086,East,Kolkata,Laptop,Electronics,4.0,650,0.0,2600.0,0.0,2600.0,Sep,9
ORD0131,2025-01-25,CUST068,South,Bengaluru,Monitor,Electronics,1.0,220,0.0,220.0,0.0,220.0,Jan,1
ORD0132,2025-08-16,CUST111,East,Kolkata,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,Aug,8
ORD0133,2025-08-24,CUST083,South,Hyderabad,Printer,Office Equipment,8.0,180,0.05,1440.0,72.0,1368.0,Aug,8
ORD0134,2025-11-16,CUST059,North,Delhi,Monitor,Electronics,6.0,220,0.1,1320.0,132.0,1188.0,Nov,11
ORD0135,2025-05-30,CUST021,South,Bengaluru,Headphones,Accessories,1.0,80,0.0,80.0,0.0,80.0,May,5
ORD0136,2025-11-27,CUST062,South,Hyderabad,Printer,Office Equipment,8.0,180,0.0,1440.0,0.0,1440.0,Nov,11
ORD0137,2025-08-31,CUST031,East,Patna,Printer,Office Equipment,1.0,180,0.0,180.0,0.0,180.0,Aug,8
ORD0138,2025-08-08,CUST075,West,Ahmedabad,Headphones,Accessories,6.0,80,0.05,480.0,24.0,456.0,Aug,8
ORD0139,2025-03-03,CUST079,East,Bhubaneswar,Mouse,Accessories,6.0,25,0.0,150.0,0.0,150.0,Mar,3
ORD0140,2025-05-13,CUST070,West,Pune,Keyboard,Accessories,3.0,45,0.1,135.0,13.5,121.5,May,5
ORD0141,2025-04-23,CUST140,South,Hyderabad,Monitor,Electronics,4.0,220,0.05,880.0,44.0,836.0,Apr,4
ORD0142,2025-05-19,CUST100,South,Chennai,Laptop,Electronics,8.0,650,0.0,5200.0,0.0,5200.0,May,5
ORD0143,2025-01-10,CUST005,East,Patna,Headphones,Accessories,1.0,80,0.05,80.0,4.0,76.0,Jan,1
ORD0144,2025-03-25,CUST065,West,Pune,Monitor,Electronics,5.0,220,0.1,1100.0,110.0,990.0,Mar,3
ORD0145,2025-02-07,CUST094,North,Delhi,Headphones,Accessories,1.0,80,0.05,80.0,4.0,76.0,Feb,2
ORD0146,2025-11-30,CUST117,North,Chandigarh,Mouse,Electronics,4.0,650,0.15,2600.0,390.0,2210.0,Nov,11
ORD0147,2025-01-01,CUST040,North,Chandigarh,Keyboard,Accessories,4.0,45,0.05,180.0,9.0,171.0,Jan,1
ORD0148,2025-08-17,CUST014,West,Mumbai,Printer,Office Equipment,8.0,180,0.1,1440.0,144.0,1296.0,Aug,8
ORD0149,2025-12-05,CUST123,South,Hyderabad,Mouse,Accessories,5.0,25,0.0,125.0,0.0,125.0,Dec,12
ORD0150,2025-02-11,CUST089,South,Chennai,Printer,Office Equipment,4.0,180,0.0,720.0,0.0,720.0,Feb,2
ORD0151,2025-06-28,CUST125,West,Ahmedabad,Monitor,Electronics,8.0,220,0.05,1760.0,88.0,1672.0,Jun,6
ORD0152,2025-06-02,CUST145,North,Jaipur,Printer,Office Equipment,7.0,180,0.05,1260.0,63.0,1197.0,Jun,6
ORD0153,2025-04-14,CUST104,East,Patna,Laptop,Electronics,2.0,650,0.05,1300.0,65.0,1235.0,Apr,4
ORD0154,2025-06-28,CUST042,East,Patna,Keyboard,Accessories,6.0,45,0.15,270.0,40.5,229.5,Jun,6
ORD0155,2025-08-19,CUST038,East,Patna,Mouse,Accessories,5.0,25,0.05,125.0,6.25,118.75,Aug,8
ORD0156,2025-10-16,CUST086,North,Delhi,Laptop,Electronics,5.0,650,0.1,3250.0,325.0,2925.0,Oct,10
ORD0157,2025-04-28,CUST038,South,Bengaluru,Monitor,Electronics,3.0,220,0.1,660.0,66.0,594.0,Apr,4
ORD0158,2025-07-03,CUST015,East,Patna,Headphones,Accessories,4.0,80,0.05,320.0,16.0,304.0,Jul,7
ORD0159,2025-11-28,CUST130,West,Mumbai,Headphones,Accessories,5.0,80,0.0,400.0,0.0,400.0,Nov,11
ORD0160,2025-10-09,CUST043,East,Patna,Keyboard,Accessories,3.0,45,0.05,135.0,6.75,128.25,Oct,10
ORD0161,2025-02-07,CUST134,North,Jaipur,Keyboard,Accessories,6.0,45,0.15,270.0,40.5,229.5,Feb,2
ORD0162,2025-04-14,CUST111,South,Hyderabad,Monitor,Electronics,4.0,220,0.15,880.0,132.0,748.0,Apr,4
ORD0163,2025-05-07,CUST106,East,Kolkata,Mouse,Accessories,8.0,25,0.0,200.0,0.0,200.0,May,5
ORD0164,2025-02-20,CUST029,West,Ahmedabad,Laptop,Electronics,2.0,650,0.0,1300.0,0.0,1300.0,Feb,2
ORD0165,2025-09-14,CUST046,West,Mumbai,Printer,Office Equipment,6.0,180,0.15,1080.0,162.0,918.0,Sep,9
ORD0166,2025-11-09,CUST001,North,Chandigarh,Headphones,Accessories,6.0,80,0.0,480.0,0.0,480.0,Nov,11
ORD0167,2025-11-05,CUST137,East,Patna,Printer,Office Equipment,8.0,180,0.05,1440.0,72.0,1368.0,Nov,11
ORD0168,2025-10-18,CUST063,West,Mumbai,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,Oct,10
ORD0169,2025-07-29,CUST091,North,Chandigarh,Mouse,Accessories,3.0,25,0.15,75.0,11.25,63.75,Jul,7
ORD0170,2025-06-28,CUST025,West,Ahmedabad,Laptop,Electronics,3.0,650,0.05,1950.0,97.5,1852.5,Jun,6
ORD0171,2025-10-12,CUST063,South,Bengaluru,Mouse,Accessories,8.0,25,0.0,200.0,0.0,200.0,Oct,10
ORD0172,2025-02-18,CUST081,South,Chennai,Keyboard,Accessories,4.0,45,0.0,180.0,0.0,180.0,Feb,2
ORD0173,2025-03-04,CUST104,North,Delhi,Mouse,Accessories,4.0,25,0.05,100.0,5.0,95.0,Mar,3
ORD0174,2025-08-03,CUST123,East,Kolkata,Laptop,Electronics,8.0,650,0.0,5200.0,0.0,5200.0,Aug,8
ORD0175,2025-10-13,CUST144,South,Chennai,Keyboard,Accessories,5.0,45,0.05,225.0,11.25,213.75,Oct,10
ORD0176,2025-07-13,CUST113,South,Bengaluru,Keyboard,Accessories,6.0,45,0.1,270.0,27.0,243.0,Jul,7
ORD0177,2025-09-21,CUST055,South,Chennai,Monitor,Electronics,3.0,220,0.0,660.0,0.0,660.0,Sep,9
ORD0178,2025-06-11,CUST124,West,Pune,Keyboard,Accessories,2.0,45,0.1,90.0,9.0,81.0,Jun,6
ORD0179,2025-12-15,CUST008,East,Patna,Laptop,Electronics,4.0,650,0.1,2600.0,260.0,2340.0,Dec,12
ORD0180,2025-09-12,CUST072,North,Jaipur,Laptop,Electronics,3.0,650,0.0,1950.0,0.0,1950.0,Sep,9
ORD0181,2025-04-07,CUST092,North,Jaipur,Printer,Office Equipment,5.0,180,0.0,900.0,0.0,900.0,Apr,4
ORD0182,2025-06-14,CUST142,East,Bhubaneswar,Monitor,Electronics,8.0,220,0.1,1760.0,176.0,1584.0,Jun,6
ORD0183,2025-03-26,CUST147,East,Bhubaneswar,Monitor,Electronics,7.0,220,0.1,1540.0,154.0,1386.0,Mar,3
ORD0184,2025-10-30,CUST148,East,Kolkata,Headphones,Accessories,4.0,80,0.1,320.0,32.0,288.0,Oct,10
ORD0185,2025-04-29,CUST140,South,Hyderabad,Keyboard,Accessories,2.0,45,0.05,90.0,4.5,85.5,Apr,4
ORD0186,2025-08-14,CUST053,North,Delhi,Mouse,Accessories,6.0,25,0.1,150.0,15.0,135.0,Aug,8
ORD0187,2025-03-22,CUST120,East,Bhubaneswar,Mouse,Accessories,6.0,25,0.1,150.0,15.0,135.0,Mar,3
ORD0188,2025-04-25,CUST014,South,Hyderabad,Keyboard,Accessories,8.0,45,0.0,360.0,0.0,360.0,Apr,4
ORD0189,2025-07-20,CUST022,West,Pune,Laptop,Electronics,5.0,650,0.05,3250.0,162.5,3087.5,Jul,7
ORD0190,2025-04-08,CUST037,South,Chennai,Keyboard,Accessories,2.0,45,0.15,90.0,13.5,76.5,Apr,4
ORD0191,2025-12-22,CUST041,South,Chennai,Keyboard,Accessories,8.0,45,0.0,360.0,0.0,360.0,Dec,12
ORD0192,2025-03-17,CUST087,South,Bengaluru,Printer,Office Equipment,5.0,180,0.1,900.0,90.0,810.0,Mar,3
ORD0193,2025-10-14,CUST134,South,Chennai,Headphones,Accessories,5.0,80,0.0,400.0,0.0,400.0,Oct,10
ORD0194,2025-11-05,CUST138,West,Pune,Keyboard,Accessories,4.0,45,0.05,180.0,9.0,171.0,Nov,11
ORD0195,2025-05-02,CUST046,North,Chandigarh,Headphones,Accessories,5.0,80,0.05,400.0,20.0,380.0,May,5
ORD0196,2025-06-30,CUST036,West,Pune,Monitor,Electronics,3.0,220,0.0,660.0,0.0,660.0,Jun,6
ORD0197,2025-01-11,CUST113,South,Bengaluru,Keyboard,Accessories,5.0,45,0.1,225.0,22.5,202.5,Jan,1
ORD0198,2025-04-21,CUST150,East,Patna,Keyboard,Accessories,6.0,45,0.05,270.0,13.5,256.5,Apr,4
ORD0199,2025-05-28,CUST081,West,Mumbai,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,May,5
ORD0200,2025-06-03,CUST073,East,Kolkata,Printer,Office Equipment,3.0,180,0.0,540.0,0.0,540.0,Jun,6
ORD0201,2025-04-14,CUST042,West,Mumbai,Laptop,Electronics,1.0,650,0.05,650.0,32.5,617.5,Apr,4
ORD0202,2025-04-18,CUST102,East,Patna,Laptop,Electronics,3.0,650,0.0,1950.0,0.0,1950.0,Apr,4
ORD0203,2025-11-01,CUST017,West,Ahmedabad,Monitor,Electronics,5.0,220,0.0,1100.0,0.0,1100.0,Nov,11
ORD0204,2025-11-14,CUST080,North,Jaipur,Monitor,Electronics,1.0,220,0.0,220.0,0.0,220.0,Nov,11
ORD0205,2025-07-17,CUST025,West,Ahmedabad,Keyboard,Accessories,5.0,45,0.1,225.0,22.5,202.5,Jul,7
ORD0206,2025-12-31,CUST026,North,Jaipur,Monitor,Electronics,3.0,220,0.15,660.0,99.0,561.0,Dec,12
ORD0207,2025-03-27,CUST135,West,Ahmedabad,Monitor,Electronics,1.0,220,0.0,220.0,0.0,220.0,Mar,3
ORD0208,2025-06-25,CUST072,East,Kolkata,Printer,Office Equipment,7.0,180,0.0,1260.0,0.0,1260.0,Jun,6
ORD0209,2025-04-13,CUST017,East,Patna,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,Apr,4
ORD0210,2025-04-08,CUST131,East,Patna,Printer,Office Equipment,4.0,180,0.0,720.0,0.0,720.0,Apr,4
ORD0211,2025-02-08,CUST015,East,Bhubaneswar,Headphones,Accessories,7.0,80,0.05,560.0,28.0,532.0,Feb,2
ORD0212,2025-07-29,CUST016,West,Mumbai,Laptop,Electronics,6.0,650,0.0,3900.0,0.0,3900.0,Jul,7
ORD0213,2025-06-19,CUST034,South,Chennai,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,Jun,6
