Order_ID,Order_Date,Customer_ID,Region,City,Product,Category,Quantity,Unit_Price,Discount
ORD0027,2025-04-06,CUST113,West,Ahmedabad,Monitor,Electronics,3.0,220,0.0
ORD0028,2025-10-22,CUST130,North,Chandigarh,Printer,Office Equipment,4.0,180,0.0
ORD0029,2025-07-06,CUST113,North,Delhi,Keyboard,Accessories,1.0,45,0.15
ORD0030,2025-08-13,CUST129,South,Chennai,Monitor,Electronics,7.0,220,0.0
ORD0031,2025-06-09,CUST068,South,Chennai,Keyboard,Accessories,5.0,45,0.05
ORD0032,2025-10-07,CUST069,West,Ahmedabad,Keyboard,Accessories,1.0,45,0.1
ORD0033,2025-08-28,CUST144,South,Chennai,Mouse,Accessories,6.0,25,0.05
ORD0034,2025-09-16,CUST148,North,Jaipur,Laptop,Electronics,6.0,650,0.1
ORD0035,2025-05-27,CUST148,East,Patna,Mouse,Accessories,2.0,25,0.05
ORD0036,2025-12-04,CUST104,North,Delhi,Mouse,Accessories,8.0,25,0.05
ORD0037,2025-10-25,CUST099,East,Kolkata,Laptop,Electronics,1.0,650,0.0
ORD0038,2025-03-01,CUST113,West,Pune,Mouse,Accessories,8.0,25,0.05
ORD0039,2025-06-09,CUST009,North,Chandigarh,Monitor,Electronics,4.0,220,0.05
ORD0040,2025-06-01,CUST054,East,Patna,Laptop,Electronics,8.0,650,0.1
ORD0041,2025-04-14,CUST084,West,Ahmedabad,Laptop,Electronics,1.0,650,0.0
ORD0042,2025-12-15,CUST146,East,Bhubaneswar,Printer,Office Equipment,1.0,180,0.1
ORD0043,2025-06-18,CUST068,South,Chennai,Printer,Office Equipment,6.0,180,0.05
ORD0044,2025-05-15,CUST145,South,Bengaluru,Laptop,Electronics,8.0,650,0.1
ORD0045,2025-01-22,CUST038,West,Ahmedabad,Laptop,Electronics,3.0,650,0.05
ORD0046,2025-01-27,CUST021,North,Jaipur,Printer,Office Equipment,6.0,180,0.15
ORD0047,2025-11-13,CUST048,North,Jaipur,Printer,Office Equipment,8.0,180,0.1
ORD0048,2025-01-17,CUST046,West,Ahmedabad,Keyboard,Accessories,8.0,45,0.05
ORD0049,2025-10-07,CUST093,South,Hyderabad,Headphones,Accessories,4.0,80,0.0
ORD0050,2025-04-26,CUST067,South,Bengaluru,Laptop,Electronics,7.0,650,0.15
ORD0051,2025-11-19,CUST104,North,Chandigarh,Monitor,Electronics,7.0,220,0.1
ORD0052,2025-05-31,CUST127,West,Pune,Printer,Office Equipment,8.0,180,0.1
ORD0053,2025-10-26,CUST039,South,Chennai,Keyboard,Accessories,2.0,45,0.1
ORD0054,2025-01-13,CUST060,South,Hyderabad,Headphones,Accessories,2.0,80,0.1
ORD0055,2025-11-17,CUST008,East,Kolkata,Monitor,Electronics,4.0,220,0.1
ORD0056,2025-05-23,CUST092,West,Pune,Printer,Office Equipment,4.0,180,0.1
ORD0057,2025-06-02,CUST063,South,Hyderabad,Monitor,Electronics,7.0,220,0.0
ORD0058,2025-11-01,CUST070,North,Chandigarh,Printer,Office Equipment,2.0,180,0.1
ORD0059,2025-03-01,CUST108,East,Kolkata,Printer,Office Equipment,1.0,180,0.1
ORD0060,2025-12-16,CUST047,East,Bhubaneswar,Headphones,Accessories,5.0,80,0.0
ORD0061,2025-06-07,CUST147,East,Kolkata,Keyboard,Accessories,2.0,45,0.05
ORD0062,2025-12-12,CUST117,West,Ahmedabad,Laptop,Electronics,3.0,650,0.05
ORD0063,2025-05-09,CUST058,East,Patna,Printer,Office Equipment,1.0,180,0.1
ORD0064,2025-04-28,CUST048,North,Jaipur,Monitor,Electronics,2.0,220,0.0
ORD0065,2025-07-08,CUST069,West,Mumbai,Laptop,Electronics,5.0,650,0.05
ORD0066,2025-05-24,CUST086,North,Jaipur,Printer,Office Equipment,3.0,180,0.0
ORD0067,2025-04-04,CUST144,North,Chandigarh,Laptop,Electronics,4.0,650,0.0
ORD0068,2025-09-11,CUST101,South,Bengaluru,Monitor,Electronics,7.0,220,0.0
ORD0069,2025-06-29,CUST138,South,Chennai,Monitor,Electronics,5.0,220,0.1
ORD0070,2025-11-21,CUST004,East,Bhubaneswar,Monitor,Electronics,8.0,220,0.1
ORD0071,2025-06-27,CUST124,North,Jaipur,Monitor,Electronics,4.0,220,0.05
ORD0072,2025-09-25,CUST067,North,Delhi,Laptop,Electronics,3.0,650,0.1
ORD0073,2025-01-12,CUST095,North,Chandigarh,Laptop,Electronics,3.0,650,0.0
ORD0074,2025-08-03,CUST081,South,Bengaluru,Printer,Office Equipment,3.0,180,0.05
ORD0075,2025-04-25,CUST105,West,Mumbai,Monitor,Electronics,2.0,220,0.1
ORD0076,2025-08-05,CUST021,South,Bengaluru,Mouse,Accessories,2.0,25,0.05
ORD0077,2025-07-11,CUST099,North,Chandigarh,Headphones,Accessories,5.0,80,0.1
ORD0078,2025-05-31,CUST037, north ,Bengaluru,Mouse,Accessories,7.0,25,0.05
ORD0079,2025-12-21,CUST105,North,Jaipur,Mouse,Accessories,5.0,25,0.1
ORD0080,2025-08-05,CUST086,North,Delhi,Printer,Office Equipment,6.0,180,0.05
ORD0081,2025-08-21,CUST147,East,Patna,Headphones,Accessories,1.0,80,0.0
ORD0082,2025-02-21,CUST083,North,Jaipur,Mouse,Accessories,4.0,25,0.15
ORD0083,2025-01-25,CUST123,East,Kolkata,Monitor,Electronics,5.0,220,0.0
ORD0084,2025-02-08,CUST109,West,Mumbai,Headphones,Accessories,7.0,80,0.1
ORD0085,2025-05-02,CUST133,South,Chennai,Headphones,Accessories,7.0,80,0.15
ORD0086,2025-08-27,CUST076,East,Kolkata,Keyboard,Accessories,3.0,45,0.1
ORD0087,2025-08-18,CUST007,South,Chennai,Laptop,Electronics,4.0,650,0.1
ORD0088,2025-05-02,CUST005,North,Chandigarh,Printer,Office Equipment,1.0,180,0.1
ORD0089,2025-12-31,CUST065,North,Chandigarh,Headphones,Accessories,3.0,80,0.05
ORD0090,2025-10-28,CUST132,West,Mumbai,Printer,Office Equipment,7.0,180,0.15
ORD0091,2025-07-01,CUST091,South,Hyderabad,Mouse,Accessories,3.0,25,0.1
ORD0092,2025-06-22,CUST141,South,Hyderabad,Monitor,Electronics,7.0,220,0.05
ORD0093,2025-11-13,CUST127,West,Pune,Monitor,Electronics,2.0,220,0.1
ORD0094,2025-07-09,CUST113,East,Kolkata,Laptop,Electronics,3.0,650,0.05
ORD0095,2025-02-27,CUST044,West,Mumbai,Laptop,Electronics,6.0,650,0.05
ORD0096,2025-03-21,CUST118,West,Mumbai,Headphones,Accessories,5.0,80,0.0
ORD0097,2025-01-20,CUST146,East,Kolkata,Headphones,Accessories,4.0,80,0.05
ORD0098,2025-02-23,CUST118,North,Chandigarh,Laptop,Electronics,7.0,650,0.05
ORD0099,2025-11-26,CUST016,West,Ahmedabad,Keyboard,Accessories,1.0,45,0.15
ORD0100,2025-06-13,CUST090,West,Mumbai,Printer,Office Equipment,8.0,180,0.0
ORD0101,2025-02-10,CUST145,West,Pune,Monitor,Electronics,4.0,220,0.0
ORD0102,2025-08-28,CUST141,North,Delhi,Laptop,Electronics,4.0,650,0.05
ORD0103,2025-09-13,CUST047,East,Kolkata,Printer,Office Equipment,6.0,180,0.15
ORD0104,2025-09-08,CUST109,South,Chennai,Laptop,Electronics,8.0,650,0.1
ORD0105,2025-08-12,CUST011,East,Kolkata,Headphones,Accessories,6.0,80,0.1
ORD0106,2025-10-10,CUST098,South,Hyderabad,Headphones,Accessories,1.0,80,0.15
ORD0107,2025-11-07,CUST006,East,Patna,Laptop,Electronics,1.0,650,0.0
ORD0108,2025-09-16,CUST023,North,Delhi,Mouse,Accessories,7.0,25,0.1
ORD0109,2025-05-25,CUST085,North,Delhi,Headphones,Accessories,2.0,80,0.1
ORD0110,2025-07-24,CUST004,North,Chandigarh,Printer,Office Equipment,1.0,180,0.15
ORD0111,2025-12-14,CUST095,North,Delhi,Printer,Office Equipment,8.0,180,0.05
ORD0112,2025-11-02,CUST012,South,Chennai,Monitor,Electronics,6.0,220,0.1
ORD0113,2025-11-09,CUST145,South,Bengaluru,Laptop,Electronics,6.0,650,0.1
ORD0114,2025-04-13,CUST038,North,Chandigarh,Headphones,Accessories,2.0,80,0.1
ORD0115,2025-11-04,CUST079,South,Chennai,Monitor,Electronics,6.0,220,0.05
ORD0116,2025-05-13,CUST029,South,Hyderabad,Mouse,Accessories,2.0,25,0.1
ORD0117,2025-12-06,CUST069,South,Bengaluru,Mouse,Accessories,2.0,25,0.1
ORD0118,2025-08-23,CUST043,South,Bengaluru,Monitor,Electronics,2.0,220,0.0
ORD0119,2025-12-02,CUST095,East,Patna,Keyboard,Accessories,1.0,45,0.05
ORD0120,2025-06-04,CUST093,South,Bengaluru,Keyboard,Accessories,3.0,45,0.1
ORD0121,2025-01-05,CUST092,North,Chandigarh,Monitor,Electronics,3.0,220,0.0
ORD0122,2025-05-13,CUST012,North,Chandigarh,Monitor,Electronics,5.0,220,0.05
ORD0123,2025-10-28,CUST073,South,Chennai,Monitor,Electronics,1.0,220,0.05
ORD0124,2025-02-25,CUST094,North,Jaipur,Monitor,Electronics,1.0,220,0.1
ORD0125,2025-09-14,CUST008,East,Kolkata,Keyboard,Accessories,1.0,45,0.0
ORD0126,2025-05-07,CUST056,East,Kolkata,Laptop,Electronics,4.0,650,0.0
ORD0127,2025-08-04,CUST130,South,Chennai,Printer,Office Equipment,4.0,180,0.05
ORD0128,2025-01-07,CUST003,South,Chennai,Headphones,Accessories,3.0,80,0.0
ORD0129,2025-10-21,CUST115,East,Patna,Printer,Office Equipment,4.0,180,0.0
ORD0130,2025-09-30,CUST086,East,Kolkata,Laptop,Electronics,4.0,650,0.0
ORD0131,2025-01-25,CUST068,South,Bengaluru,Monitor,Electronics,1.0,220,0.0
ORD0132,2025-08-16,CUST111,East,Kolkata,Monitor,Electronics,5.0,220,0.05
ORD0133,2025-08-24,CUST083,South,Hyderabad,Printer,Office Equipment,8.0,180,0.05
ORD0134,2025-11-16,CUST059,North,Delhi,Monitor,Electronics,6.0,220,0.1
ORD0135,2025-05-30,CUST021,South,Bengaluru,Headphones,Accessories,1.0,80,0.0
ORD0136,2025-11-27,CUST062,South,Hyderabad,Printer,Office Equipment,8.0,180,0.0
ORD0137,2025-08-31,CUST031,East,Patna,Printer,Office Equipment,1.0,180,0.0
ORD0138,2025-08-08,CUST075,West,Ahmedabad,Headphones,Accessories,6.0,80,0.05
ORD0139,2025-03-03,CUST079,East,Bhubaneswar,Mouse,Accessories,6.0,25,0.0
ORD0140,2025-05-13,CUST070,West,Pune,Keyboard,Accessories,3.0,45,0.1
ORD0141,2025-04-23,CUST140,South,Hyderabad,Monitor,Electronics,4.0,220,0.05
ORD0142,2025-05-19,CUST100,South,Chennai,Laptop,Electronics,8.0,650,0.0
ORD0143,2025-01-10,CUST005,East,Patna,Headphones,Accessories,1.0,80,0.05
ORD0144,2025-03-25,CUST065,West,Pune,Monitor,Electronics,5.0,220,0.1
ORD0145,2025-02-07,CUST094,North,Delhi,Headphones,Accessories,1.0,80,0.05
ORD0146,2025-11-30,CUST117,North,Chandigarh, mouse ,Electronics,4.0,650,0.15
ORD0147,2025-01-01,CUST040,North,Chandigarh,Keyboard,Accessories,4.0,45,0.05
ORD0148,2025-08-17,CUST014,West,Mumbai,Printer,Office Equipment,8.0,180,0.1
ORD0149,2025-12-05,CUST123,South,Hyderabad,Mouse,Accessories,5.0,25,0.0
ORD0150,2025-02-11,CUST089,South,Chennai,Printer,Office Equipment,4.0,180,0.0
ORD0151,2025-06-28,CUST125,West,Ahmedabad,Monitor,Electronics,8.0,220,0.05
ORD0152,2025-06-02,CUST145,North,Jaipur,Printer,Office Equipment,7.0,180,0.05
ORD0153,2025-04-14,CUST104,East,Patna,Laptop,Electronics,2.0,650,0.05
ORD0154,2025-06-28,CUST042,East,Patna,Keyboard,Accessories,6.0,45,0.15
ORD0155,2025-08-19,CUST038,East,Patna,Mouse,Accessories,5.0,25,0.05
ORD0156,2025-10-16,CUST086,North,Delhi,Laptop,Electronics,5.0,650,0.1
ORD0157,2025-04-28,CUST038,South,Bengaluru,Monitor,Electronics,3.0,220,0.1
ORD0158,2025-07-03,CUST015,East,Patna,Headphones,Accessories,4.0,80,0.05
ORD0159,2025-11-28,CUST130,West,Mumbai,Headphones,Accessories,5.0,80,0.0
ORD0160,2025-10-09,CUST043,East,Patna,Keyboard,Accessories,3.0,45,0.05
ORD0161,2025-02-07,CUST134,North,Jaipur,Keyboard,Accessories,6.0,45,0.15
ORD0162,2025-04-14,CUST111,South,Hyderabad,Monitor,Electronics,4.0,220,0.15
ORD0163,2025-05-07,CUST106,East,Kolkata,Mouse,Accessories,8.0,25,0.0
ORD0164,2025-02-20,CUST029,West,Ahmedabad,Laptop,Electronics,2.0,650,0.0
ORD0165,2025-09-14,CUST046,West,Mumbai,Printer,Office Equipment,6.0,180,0.15
ORD0166,2025-11-09,CUST001,North,Chandigarh,Headphones,Accessories,6.0,80,0.0
ORD0167,2025-11-05,CUST137,East,Patna,Printer,Office Equipment,8.0,180,0.05
ORD0168,2025-10-18,CUST063,West,Mumbai,Monitor,Electronics,5.0,220,0.05
ORD0169,2025-07-29,CUST091,North,Chandigarh,Mouse,Accessories,3.0,25,0.15
ORD0170,2025-06-28,CUST025,West,Ahmedabad,Laptop,Electronics,3.0,650,0.05
ORD0171,2025-10-12,CUST063,South,Bengaluru,Mouse,Accessories,8.0,25,0.0
ORD0172,2025-02-18,CUST081,South,Chennai,Keyboard,Accessories,4.0,45,0.0
ORD0173,2025-03-04,CUST104,North,Delhi,Mouse,Accessories,4.0,25,0.05
ORD0174,2025-08-03,CUST123,East,Kolkata,Laptop,Electronics,8.0,650,0.0
ORD0175,2025-10-13,CUST144,South,Chennai,Keyboard,Accessories,5.0,45,0.05
ORD0176,2025-07-13,CUST113,South,Bengaluru,Keyboard,Accessories,6.0,45,0.1
ORD0177,2025-09-21,CUST055,South,Chennai,Monitor,Electronics,3.0,220,0.0
ORD0178,2025-06-11,CUST124,West,Pune,Keyboard,Accessories,2.0,45,0.1
ORD0179,2025-12-15,CUST008,East,Patna,Laptop,Electronics,4.0,650,0.1
ORD0180,2025-09-12,CUST072,North,Jaipur,Laptop,Electronics,3.0,650,0.0
ORD0181,2025-04-07,CUST092,North,Jaipur,Printer,Office Equipment,5.0,180,0.0
ORD0182,2025-06-14,CUST142,East,Bhubaneswar,Monitor,Electronics,8.0,220,0.1
ORD0183,2025-03-26,CUST147,East,Bhubaneswar,Monitor,Electronics,7.0,220,0.1
ORD0184,2025-10-30,CUST148,East,Kolkata,Headphones,Accessories,4.0,80,0.1
ORD0185,2025-04-29,CUST140,South,Hyderabad,Keyboard,Accessories,2.0,45,0.05
ORD0186,2025-08-14,CUST053,North,Delhi,Mouse,Accessories,6.0,25,0.1
ORD0187,2025-03-22,CUST120,East,Bhubaneswar,Mouse,Accessories,6.0,25,0.1
ORD0188,2025-04-25,CUST014,South,Hyderabad,Keyboard,Accessories,8.0,45,0.0
ORD0189,2025-07-20,CUST022,West,Pune,Laptop,Electronics,5.0,650,0.05
ORD0190,2025-04-08,CUST037,South,Chennai,Keyboard,Accessories,2.0,45,0.15
ORD0191,2025-12-22,CUST041,South,Chennai,Keyboard,Accessories,8.0,45,0.0
ORD0192,2025-03-17,CUST087,South,Bengaluru,Printer,Office Equipment,5.0,180,0.1
ORD0193,2025-10-14,CUST134,South,Chennai,Headphones,Accessories,5.0,80,0.0
ORD0194,2025-11-05,CUST138,West,Pune,Keyboard,Accessories,4.0,45,0.05
ORD0195,2025-05-02,CUST046,North,Chandigarh,Headphones,Accessories,5.0,80,0.05
ORD0196,2025-06-30,CUST036,West,Pune,Monitor,Electronics,3.0,220,0.0
ORD0197,2025-01-11,CUST113,South,Bengaluru,Keyboard,Accessories,5.0,45,0.1
ORD0198,2025-04-21,CUST150,East,Patna,Keyboard,Accessories,6.0,45,0.05
ORD0199,2025-05-28,CUST081,West,Mumbai,Headphones,Accessories,2.0,80,0.0
ORD0200,2025-06-03,CUST073,East,Kolkata,Printer,Office Equipment,3.0,180,0.0
ORD0201,2025-04-14,CUST042,West,Mumbai,Laptop,Electronics,1.0,650,0.05
ORD0202,2025-04-18,CUST102,East,Patna,Laptop,Electronics,3.0,650,0.0
ORD0203,2025-11-01,CUST017,West,Ahmedabad,Monitor,Electronics,5.0,220,0.0
ORD0204,2025-11-14,CUST080,North,Jaipur,Monitor,Electronics,1.0,220,0.0
ORD0205,2025-07-17,CUST025,West,Ahmedabad,Keyboard,Accessories,5.0,45,0.1
ORD0206,2025-12-31,CUST026,North,Jaipur,Monitor,Electronics,3.0,220,0.15
ORD0207,2025-03-27,CUST135,West,Ahmedabad,Monitor,Electronics,1.0,220,0.0
ORD0208,2025-06-25,CUST072,East,Kolkata,Printer,Office Equipment,7.0,180,0.0
ORD0209,2025-04-13,CUST017,East,Patna,Monitor,Electronics,5.0,220,0.05
ORD0210,2025-04-08,CUST131,East,Patna,Printer,Office Equipment,4.0,180,0.0
ORD0211,2025-02-08,CUST015,East,Bhubaneswar,Headphones,Accessories,7.0,80,0.05
ORD0212,2025-07-29,CUST016,West,Mumbai,Laptop,Electronics,6.0,650,0.0
ORD0213,2025-06-19,CUST034,South,Chennai,Headphones,Accessories,2.0,80,0.0
ORD0214,2025-04-06,CUST123,East,Patna,Printer,Office Equipment,5.0,180,0.05
ORD0215,2025-11-14,CUST016,West,Mumbai,Printer,Office Equipment,6.0,180,0.0
ORD0216,2025-12-25,CUST084,East,Kolkata,Mouse,Accessories,2.0,25,0.0
ORD0217,2025-05-22,CUST120,North,Chandigarh,Headphones,Accessories,1.0,80,0.0
ORD0218,2025-07-12,CUST073,South,Chennai,Printer,Office Equipment,6.0,180,0.05
ORD0219,2025-07-17,CUST039,North,Jaipur,Laptop,Electronics,2.0,650,0.1
ORD0220,2025-06-02,CUST052,West,Ahmedabad,Printer,Office Equipment,6.0,180,0.05
ORD0221,2025-08-31,CUST110,East,Kolkata,Mouse,Accessories,7.0,25,0.0
ORD0222,2025-08-29,CUST003,East,Bhubaneswar,Monitor,Electronics,1.0,220,0.0
ORD0223,2025-06-26,CUST009,North,Delhi,Printer,Office Equipment,6.0,180,0.15
ORD0224,2025-06-27,CUST082,West,Pune,Keyboard,Accessories,1.0,45,0.0
ORD0225,2025-09-26,CUST120,North,Jaipur,Printer,Office Equipment,8.0,180,0.05
ORD0226,2025-12-23,CUST098,East,Kolkata,Headphones,Accessories,1.0,80,0.1
ORD0227,2025-05-17,CUST076,North,Jaipur,Keyboard,Accessories,3.0,45,0.0
ORD0228,2025-08-14,CUST124,North,Jaipur,Monitor,Electronics,8.0,220,0.15
ORD0229,2025-02-06,CUST060,West,Ahmedabad,Printer,Office Equipment,5.0,180,0.0
ORD0230,2025-02-09,CUST045,West,Mumbai,Headphones,Accessories,5.0,80,0.1
ORD0231,2025-02-09,CUST098,North,Jaipur,Printer,Office Equipment,2.0,180,0.05
ORD0232,2025-05-27,CUST080,North,Delhi,Keyboard,Accessories,,45,0.1
ORD0233,2025-09-26,CUST107,North,Jaipur,Mouse,Accessories,3.0,25,0.0
ORD0234,2025-06-04,CUST007,North,Delhi,Headphones,Accessories,2.0,80,0.0
ORD0235,2025-01-31,CUST023,East,Kolkata,Headphones,Accessories,2.0,80,0.05
ORD0236,2025-03-23,CUST100,South,Hyderabad,Monitor,Electronics,5.0,220,0.1
ORD0237,2025-08-12,CUST013,South,Bengaluru,Monitor,Electronics,5.0,220,0.0
ORD0238,2025-08-11,CUST098,East,Kolkata,Printer,Office Equipment,1.0,180,0.05
ORD0239,2025-03-15,CUST063,West,Mumbai,Mouse,Accessories,3.0,25,0.0
ORD0240,2025-10-05,CUST148,West,Ahmedabad,Mouse,Accessories,6.0,25,0.1
ORD0241,2025-07-12,CUST022,South,Hyderabad,Mouse,Accessories,8.0,25,0.1
ORD0242,2025-07-11,CUST029,West,Ahmedabad,Monitor,Electronics,2.0,220,0.1
ORD0243,2025-01-07,CUST029,West,Ahmedabad,Mouse,Accessories,3.0,25,0.05
ORD0244,2025-02-27,CUST026,North,Chandigarh,Keyboard,Accessories,7.0,45,0.05
ORD0245,2025-04-09,CUST141,South,Chennai,Monitor,Electronics,5.0,220,0.15
ORD0246,2025-03-16,CUST116,East,Patna,Laptop,Electronics,7.0,650,0.1
ORD0247,2025-01-27,CUST081,East,Bhubaneswar,Monitor,Electronics,4.0,220,0.1
ORD0248,2025-12-23,CUST084,West,Mumbai,Printer,Office Equipment,5.0,180,0.15
ORD0249,2025-09-14,CUST058,East,Kolkata,Printer,Office Equipment,5.0,180,0.15
ORD0250,2025-11-16,CUST025,South,Hyderabad,Mouse,Accessories,2.0,25,0.0
ORD0251,2025-03-13,CUST060,South,Hyderabad,Mouse,Accessories,4.0,25,0.05
ORD0252,2025-03-20,CUST027,North,Delhi,Printer,Office Equipment,5.0,180,0.1
ORD0253,2025-06-30,CUST024,South,Hyderabad,Printer,Office Equipment,3.0,180,0.1
ORD0254,2025-06-02,CUST017,South,Hyderabad,Mouse,Accessories,4.0,25,0.1
ORD0255,2025-11-15,CUST117,West,Mumbai,Printer,Office Equipment,6.0,180,0.0
ORD0256,2025-03-13,CUST021,West,Ahmedabad,Monitor,Electronics,8.0,220,0.05
ORD0257,2025-06-15,CUST032,South,Chennai,Monitor,Electronics,6.0,220,0.15
ORD0258,2025-09-24,CUST088,North,Delhi,Keyboard,Accessories,1.0,45,0.15
ORD0259,2025-03-21,CUST054,North,Delhi,Laptop,Electronics,6.0,650,0.0
ORD0260,2025-08-30,CUST097,West,Mumbai,Printer,Office Equipment,2.0,180,0.1
ORD0261,2025-03-18,CUST116,North,Delhi,Monitor,Electronics,1.0,220,0.05
ORD0262,2025-03-31,CUST122,South,Hyderabad,Monitor,Electronics,2.0,220,0.15
ORD0263,2025-11-01,CUST104,East,Bhubaneswar,Monitor,Electronics,2.0,220,0.0
ORD0264,2025-09-19,CUST073,North,Jaipur,Keyboard,Accessories,3.0,45,0.0
ORD0265,2025-11-14,CUST111,South,Chennai,Laptop,Electronics,4.0,650,0.1
ORD0266,2025-11-10,CUST022,East,Patna,Keyboard,Accessories,3.0,45,0.1
ORD0267,2025-12-28,CUST014,East,Patna,Monitor,Electronics,7.0,220,0.05
ORD0268,2025-01-25,CUST045,South,Chennai,Keyboard,Accessories,4.0,45,0.0
ORD0269,2025-06-22,CUST136,South,Hyderabad,Keyboard,Accessories,7.0,45,0.05
ORD0270,2025-10-27,CUST082,East,Kolkata,Headphones,Accessories,7.0,80,0.0
ORD0271,2025-11-08,CUST105,South,Hyderabad,Printer,Office Equipment,6.0,180,0.0
ORD0272,2025-04-03,CUST097,East,Bhubaneswar,Keyboard,Accessories,3.0,45,0.1
ORD0273,2025-01-24,CUST148,North,Chandigarh,Mouse,Accessories,5.0,25,0.1
ORD0274,2025-02-19,CUST096,West,Pune,Headphones,Accessories,4.0,80,0.05
ORD0275,2025-08-16,CUST066,West,Pune,Laptop,Electronics,5.0,650,0.05
ORD0276,2025-07-05,CUST125,West,Pune,Monitor,Electronics,7.0,220,0.0
ORD0277,2025-08-13,CUST099,East,Kolkata,Mouse,Accessories,2.0,25,0.05
ORD0278,2025-01-14,CUST078,West,Pune,Monitor,Electronics,7.0,220,0.05
ORD0279,2025-02-10,CUST062,East,Kolkata,Monitor,Electronics,5.0,220,0.0
ORD0280,2025-08-19,CUST084,West,Mumbai,Printer,Office Equipment,7.0,180,0.05
ORD0281,2025-01-28,CUST066,East,Bhubaneswar,Monitor,Electronics,1.0,220,0.05
ORD0282,2025-06-13,CUST045,North,Delhi,Keyboard,Accessories,7.0,45,0.05
ORD0283,2025-04-03,CUST010,South,Hyderabad,Keyboard,Accessories,6.0,45,0.0
ORD0284,2025-09-21,CUST001,South,Bengaluru,Mouse,Accessories,1.0,25,0.05
ORD0285,2025-04-17,CUST049,West,Pune,Laptop,Electronics,4.0,650,0.05
ORD0286,2025-09-08,CUST148,West,Ahmedabad,Laptop,Electronics,7.0,650,0.05
ORD0287,2025-01-20,CUST026,South,Chennai,Monitor,Electronics,1.0,220,0.05
ORD0288,2025-09-02,CUST059,North,Jaipur,Headphones,Accessories,3.0,80,0.05
ORD0289,2025-10-03,CUST043,North,Delhi,Headphones,Accessories,3.0,80,0.0
ORD0290,2025-02-08,CUST038,South,Bengaluru,Printer,Office Equipment,2.0,180,0.15
ORD0291,2025-08-22,CUST124,East,Bhubaneswar,Mouse,Accessories,5.0,25,0.0
ORD0292,2025-12-18,CUST102,North,Delhi,Monitor,Electronics,7.0,220,0.1
ORD0293,2025-11-07,CUST119,East,Bhubaneswar,Headphones,Accessories,7.0,80,0.1
ORD0294,2025-05-25,CUST026,East,Bhubaneswar,Monitor,Electronics,6.0,220,0.05
ORD0295,2025-10-16,CUST001,West,Ahmedabad,Laptop,Electronics,8.0,650,0.1
ORD0296,2025-12-27,CUST090,East,Bhubaneswar,Keyboard,Accessories,5.0,45,0.1
ORD0297,2025-03-04,CUST073,West,Pune,Printer,Office Equipment,2.0,180,0.05
ORD0298,2025-09-02,CUST077,North,Delhi,Laptop,Electronics,8.0,650,0.1
ORD0299,2025-05-12,CUST102,East,Bhubaneswar,Laptop,Electronics,5.0,650,0.1
